ID,News_title,News_headline,Category
12856,Delhi's a garbage dump: Where is Modi's Swachh Bharat?,"PM's mission may or may not have failed (we will wait for another report), but Delhi certainly has. And it can only get better from here.",politics
12857,Battle for Bastar: Putting down a people's war,Such repression quite invariably begets resistance of a long term nature.,politics
12858,Samsung Galaxy S10 leaks and rumours: Five most interesting features,The Galaxy S10 is expected to be unveiled at Samsung's Unpacked event in Barcelona next month.,tech
12859,Launching the launch: Will Bollywood forgive Aryan Khan if he doesn't want to be the next SRK?,"Log (Karan Johar) kya kahenge, if you don't stretch out your arms in your youth, like your father used to do!",humour
12860,Why do banks hire dimwits for customer care executives?,Do they even know who they are hiring and what they are paying employees for?,business
12861,Why Somnath Chatterjee was a 'bhadralok' among Communists,But what would have definitely saddened him is the continuing decline of his erstwhile party.,politics
12862,Dangers of opinions manufactured on Twitter and Facebook,Social media is a double-edged sword.,politics
12863,"Liberals should stop whining, Modi and Amit Shah are unbeatable","People believe in the prime minister's 'mann ki baat', making him a formidable force to reckon with.",politics
12864,Why Bangladesh is not yet worthy of being India's cricket rival,Did this cross the unspoken line of decency and respect?,sports
12865,Why China has trained its sights on Afghanistan,There are suggestions that China and Pakistan will look at extending their Rs 365 crore CPEC project to Afghanistan.,politics
12866,Targeting IPL is making a poor joke of water crisis,Moving cricket matches out of Maharashtra will have zero impact on the state’s drought-prone belt.,politics
12867,Cricket World Cup: What the first match means to Pakistan,Cricket is more than a sport in this part of the world.,sports
12868,Questions for Rahul Gandhi on his claim that he is fighting Indian fascism,The intertwining of 'religion and government' is going to be Congress president's biggest political battle.,politics
12869,Orange jerseys for Virat Kohli & Co: India's Men in Blue will now wear bhagua to battle England. Many will see saffron!,"The Indian cricket team needs a new colour for its June 30 uniform to battle England. And it's reportedly going to wear saffron. So, has politics now coloured sports?",sports
12870,Stalling Parliament has come back to bite BJP,"Over the years, our political class has fully embraced the idea of passing bad laws, without even token debate, forget questioning.",politics
12871,Why I don't care whether Modi's degrees are genuine,"One is elected for their trustworthiness, not competency.",politics
12872,Why Akhilesh Yadav may have paved the way for BJP to win UP polls,The chief minister has already done much of the BJP’s work to alienate non-Yadav and non-Dalit Hindus.,politics
12873,Does BJP need Shatrughan Sinha at all?,The Bihar unit of the party believes the actor-turned-politician has remained stuck in the hallowed grove of the past and thinks he's still a superstar.,politics
12874,Hindutva agenda and Dhola-Sadiya will not bridge the distance between Assam and Arunachal,"Lurking in the shadows of glittering stories like Namami Brahmaputra, this is a world that silently predicts an outbreak of catastrophic violence.",politics
12875,A paisa's worth of cruel fuel: Jokes on BJP are spilling over from Congress times!,At least the outrage machine on social media is following the Swachh Bharat Abhiyan!,humour
12876,Why Devendra Fadnavis and BJP won Maharashtra municipal elections,The CM weathered the Maratha agitation and demonetisation chaos.,politics
12877,FIFA World Cup 2018 moments that have blown us away so far,This biggest football event suddenly seems far more open.,sports
12878,"Dear Dhoni, I am a huge fan. But I want you to go now","We will remain your fans forever, Dhoni. We are used to seeing you finish with a bang, and can't bear to see you walk out with a whimper.",sports
12879,How Vizag is coming back to life,"The resilience and defiance shown by animals, plants and people has touched even the inanimate administration as Vizag fights its way back after Cyclone Hudhud.",politics
12880,Why Mamata needs Shah Rukh’s dimples,"One can only hope when the party’s over, Bengal will hold up better than IIPM.",politics
12881,Rise of Bhim Army: Is western UP gearing up for another political churning?,"Who will this movement wipe off and whose resurgence can it lead to, are all questions to be answered in due time.",politics
12882,Showing Indian celebrities with mutilated faces won't heal Kashmir,"An open letter to Pakistani social activist, Mohammad Jibran Nasir.",politics
12883,Espionage case: Guess what we overheard outside Shastri Bhawan,Our cartoonist sketches the landscape of Indian politics with his wicked pen.,humour
12884,How Modi sarkar can drown Bundelkhand's drought woes,The government must employ the region's rich mineral and cultural resources to find a lasting solution for farmer suicides.,politics
12885,Is Bhutan really the happiest country in the world?,A recent United Nations survey in 156 countries surprisingly ranked it 84th in the list of happy nations.,politics
12886,How PMJAY could transform India's healthcare (and spell 'jay' for the govt too),The scheme will be a game-changer for India's people and politicians too. But only if it gets past five major hurdles.,business
12887,"Ahead of Madhya Pradesh Assembly polls, Digvijaya Singh aims to unite the Congress","Called the 'Ekta Yatra', the latest initiative aims at resolving the differences between Congress leaders right down to the village level.",politics
12888,What Modi and Kalam had in common,"In his tribute to the former president, PM said: 'He was a great source of inspiration.'",politics
12889,Foreign policy needs substance,"At WTO, India should have endeavoured to build a coalition that would have supported its position rather than being left isolated.",politics
12890,Why NJAC verdict has greatness thrust upon itself,Justice Kehar judgment is a travesty in excess. Where do we go from here?,politics
12891,Do Mahesh and Pooja Bhatt know they visited a disputed Hindu heritage site in Pakistan?,The Hindu Gymkhana where ‘Daddy’ was staged is actually a minority property that was given away by former president Musharraf which the Hindus are fighting to get back.,politics
12892,Elphinstone stampede: There's blood on the tracks,"The tragedy at railway station took the lives of 22 commuters, while 30 others were grievously wounded.",politics
12893,Why Smriti Irani as HRD minister was a terrible choice,"Should the research done by the HRD minister's advisors be taken into consideration, surely India would shoot into stratospheric heights.",politics
12894,"No sour grapes, Arun Shourie’s critique of Modi is political truth-telling","Unless they want it to be an annual feature, ‘bhakts’ would benefit from giving the former minister’s analysis a good listen.",politics
